是否监控,红人链接,平台,是否出视频,红人名称,样品型号,红人编码,地区,负责人,合作日期,合作进度,合作模式,合作车型,合作量级,合作服务,合同签署日期,合同类型,预计视频交付,已上线视频,待补视频交付,视频交付完成率,合同交付平台拆分,合同交付解析状态,红人粉丝数据,粉丝数据来源,粉丝数据更新时间,追踪优先级,追踪评分,追踪原因,追踪批次更新时间,url,url2,url3,合作周期
否,"{""link"":""https://www.instagram.com/wheelieweasel/"",""text"":""https://www.instagram.com/wheelieweasel/""}",instagram,,WheelieWeasel,"yozma, yozmasport，in10",US-Lexy-003,US,Lexy,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,15700,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.instagram.com/bikelifejelly/"",""text"":""https://www.instagram.com/bikelifejelly/""}",instagramreels,否,bikelifejelly,"yozma, yozmasport，in10",US-Stefan-053,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,16700,营销总表,2026-06-22,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@jeffjdemhvac"",""text"":""https://www.tiktok.com/@jeffjdemhvac""}",tiktok,,jeffjdemhvac,"yozma, yozmasport，in10",US-Stefan-068,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,腰部红人(100k-1M),不签合同，以brief为准,,,,0,,,,,216000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.instagram.com/oneway_jeff"",""text"":""https://www.instagram.com/oneway_jeff""}",instagramreels,是,oneway_jeff,"yozma, yozmasport，in10",US-Ryan-012,US,Ryan,2026-03-17,已发货,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,3,,,,,64000,营销总表,2026-06-22,P0 立刻追踪,175,正在出单；2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DY4YgSHuThX/"",""link"":""https://www.instagram.com/p/DY4YgSHuThX/""}","{""text"":""https://www.instagram.com/p/DX9qod5tA3F/"",""link"":""https://www.instagram.com/p/DX9qod5tA3F/""}","{""text"":""https://www.instagram.com/p/DZTwbc0t2gY/"",""link"":""https://www.instagram.com/p/DZTwbc0t2gY/""}",
是,"{""link"":""https://www.instagram.com/chazortiz"",""text"":""https://www.instagram.com/chazortiz""}",instagramreels,否,chazortiz,"yozma, yozmasport，in10",US-Ryan-036,US,Ryan,2026-04-15,跟进视频,已签合同,IN 10+IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-15,免费,3,0,3,0%,Instagram Reels 3条,已解析,497000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@ridstarlaw/shorts"",""text"":""https://www.youtube.com/@ridstarlaw/shorts""}",youtubeshort,是,ridstarlaw,"yozma, yozmasport，in10",US-Vivi-007,US,Vivi,2025-12-25,已出视频,不签合同，以brief为准,IN 10 Pro,尾部红人(10k-100k),不签合同，以brief为准,,,,45,,,,,39200,营销总表,2026-06-22,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/4pSigrih9sg"",""link"":""https://www.youtube.com/shorts/4pSigrih9sg""}","{""text"":""https://www.youtube.com/shorts/J_su4z8e8Zg"",""link"":""https://www.youtube.com/shorts/J_su4z8e8Zg""}","{""text"":""https://www.youtube.com/shorts/_mWj6e34aSo"",""link"":""https://www.youtube.com/shorts/_mWj6e34aSo""}",
否,"{""link"":""https://www.youtube.com/@LT-FB/videos"",""text"":""https://www.youtube.com/@LT-FB/videos""}",youtubevideo,否,LT-FB,"yozma, yozmasport，in10",US-Stefan-087,US,Stefan,2025-11-01,已出视频,已签合同盖章,IN 10 Pro,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,234500,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@UltraRyder/videos"",""text"":""https://www.youtube.com/@UltraRyder/videos""}",youtubevideo,否,ultra_rydr,"yozma, yozmasport，in10",US-Stefan-148,US,Stefan,2026-02-11,已出视频,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,1,,,,,113000,营销总表,2026-06-22,P0 立刻追踪,175,正在出单；2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.tiktok.com/@jonahperry2011"",""text"":""https://www.tiktok.com/@jonahperry2011""}",tiktok,否,Jonah Perry,"yozma, yozmasport，in10",US-Stefan-155,US,Stefan,2026-03-05,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,1,,,,,180000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
否,"{""link"":""https://www.instagram.com/27__johnny/"",""text"":""https://www.instagram.com/27__johnny/""}",instagramreels,是,27__johnny,"yozma, yozmasport，in10",US-Lexy-018,US,Lexy,2026-05-27,已出视频,已签合同,IN 10 Pro,微型红人/KOC(1k-10k),内容红人,2026-05-29,免费,15,1,14,7%,TikTok 15条,已解析,4100,营销总表,2026-06-22,,,,,"{""text"":""https://www.instagram.com/p/DZCOrvLxdfP/"",""link"":""https://www.instagram.com/p/DZCOrvLxdfP/""}",,,
是,"{""link"":""https://www.tiktok.com/@surron_markus14?lang=en"",""text"":""https://www.tiktok.com/@surron_markus14?lang=en""}",tiktok,否,surron.markus,"yozma, yozmasport，in10",US-Lexy-075,US,Lexy,2026-05-12,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-14,免费,,0,,,待人工确认,待人工确认,27000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@8oh5wy/shorts"",""text"":""https://www.youtube.com/@8oh5wy/shorts""}",youtube,,8oh5wy,"yozma, yozmasport，in10",US-Vivi-009,US,Vivi,2025-11-01,已出视频,已签合同盖章，半年合作,IN 10,尾部红人(10k-100k),已签合同盖章，半年合作,,,,0,,,,,14500,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@paulsohard/videos"",""text"":""https://www.youtube.com/@paulsohard/videos""}",youtubevideo,否,Paulsohard,"yozma, yozmasport，in10",US-Ryan-017,US,Ryan,2026-03-20,已发货,已签合同盖章,IN 10 Pro,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,255000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@NAMMERZ-RR"",""text"":""https://www.youtube.com/@NAMMERZ-RR""}",youtube,,nammerz.rr,"yozma, yozmasport，in10",US-Lexy-006,US,Lexy,2025-12-30,未出视频,不签合同，以brief为准,IN 10,腰部红人(100k-1M),不签合同，以brief为准,,,,0,,,,,784400,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@oliviabaileyofficial/shorts"",""text"":""https://www.youtube.com/@oliviabaileyofficial/shorts""}",youtubeshort,否,theoliviamb,"yozma, yozmasport，in10",US-Stefan-132,US,Stefan,2026-01-30,已出视频,已签同意书,IN 10 Pro,微型红人/KOC(1k-10k),已签同意书,,,,5,,,,,5500,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@onewaylilman5"",""text"":""https://www.tiktok.com/@onewaylilman5""}",tiktok,否,oneway_lilman,"yozma, yozmasport，in10",US-Stefan-002,US,Stefan,2026-06-03,已发货,已签合同,IN 10 Pro,头部红人(>1M),内容红人,2026-06-05,付费,6,6,0,100%,TikTok 6条,已解析,1000000,营销总表,2026-06-22,,,,,,,,3 个月
是,"{""link"":""https://www.youtube.com/@CodyBoltonn/shorts"",""text"":""https://www.youtube.com/@CodyBoltonn/shorts""}",youtubeshort,否,_codybolton_,"yozma, yozmasport，in10",US-Lexy-063,US,Lexy,2026-04-23,已收货,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-04-27,免费,,4,,,待人工确认,待人工确认,35000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.tiktok.com/@cheehoo.tv"",""text"":""https://www.tiktok.com/@cheehoo.tv""}",tiktok,,Cheehoo TV,"yozma, yozmasport，in10",US-Stefan-108,US,Stefan,2026-05-27,待发货,已签合同,IN10 Pro,,内容红人,2026-06-05,付费,7,0,7,0%,YouTube Shorts 3条 / Instagram Reels 1条 / TikTok 3条,已解析,341000,营销总表,2026-06-22,,,,,,,,3 个月
是,"{""link"":""https://www.youtube.com/@Tony2Wheels"",""text"":""https://www.youtube.com/@Tony2Wheels""}",youtubevideo,是,tony.2.wheels,"yozma, yozmasport，in10",US-Ryan-026,US,Ryan,2026-04-03,已出视频,已签合同,IN 10 Pro,腰部红人(100k-1M),内容红人,2026-04-02,免费,5,1,4,20%,Instagram Reels 5条,已解析,271000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""text"":""https://www.youtube.com/watch?v=5RnORFZBK30"",""link"":""https://www.youtube.com/watch?v=5RnORFZBK30""}",,,
否,"{""link"":""https://www.youtube.com/@leekgt/shorts"",""text"":""https://www.youtube.com/@leekgt/shorts""}",youtubeshort,否,Leek GT,"yozma, yozmasport，in10",US-Stefan-103,US,Stefan,2025-12-18,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,171000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@itsreidmiller"",""text"":""https://www.tiktok.com/@itsreidmiller""}",tiktok,,itsreidmiller,"yozma, yozmasport，in10",US-Lexy-017,US,Lexy,2026-01-05,已出视频,已签同意书盖章,IN 10,尾部红人(10k-100k),已签同意书盖章,,,,0,,,,,12400,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@calisthenixpro/videos"",""text"":""https://www.youtube.com/@calisthenixpro/videos""}",youtubevideo,否,calisthenixpro,"yozma, yozmasport，in10",US-Ryan-046,US,Ryan,2026-05-15,已发货,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-05-14,免费,,1,,,待人工确认,待人工确认,136000,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@Bikingwtheo/shorts"",""text"":""https://www.youtube.com/@Bikingwtheo/shorts""}",youtubeshort,是,bikingwtheo,"yozma, yozmasport，in10",US-Stefan-044,US,Stefan,2026-04-03,已出视频,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-04-02,免费,8,6,2,75%,TikTok 8条,已解析,43000,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/Add1P8Ix1ks"",""link"":""https://www.youtube.com/shorts/Add1P8Ix1ks""}","{""text"":""https://www.youtube.com/shorts/0Me2uttyOek"",""link"":""https://www.youtube.com/shorts/0Me2uttyOek""}","{""text"":""https://www.youtube.com/shorts/NIKgTyQ2XO0"",""link"":""https://www.youtube.com/shorts/NIKgTyQ2XO0""}",
否,"{""link"":""https://www.youtube.com/@x3__logan"",""text"":""https://www.youtube.com/@x3__logan""}",youtube,,x3__logan,"yozma, yozmasport，in10",US-Nancy-001,US,Nancy,2025-11-01,未出视频,不签合同，以brief为准,IN 10,微型红人/KOC(1k-10k),不签合同，以brief为准,,,,0,,,,,7900,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.instagram.com/difokaloke/"",""text"":""https://www.instagram.com/difokaloke/""}",instagramreels,是,Difokaloke,"yozma, yozmasport，in10",US-Lexy-079,US,Lexy,2026-05-20,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-21,免费,5,1,4,20%,TikTok 5条,已解析,16000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DZi8K3GprhT/"",""link"":""https://www.instagram.com/p/DZi8K3GprhT/""}",,,
是,"{""link"":""https://www.youtube.com/@ProKtorrATV/videos"",""text"":""https://www.youtube.com/@ProKtorrATV/videos""}",youtubevideo,是,ProKtorr,"yozma, yozmasport，in10",EU-Ryan-003,EU,Ryan,2026-04-03,跟进视频,已签合同,IN 10,腰部红人(100k-1M),内容红人,2026-04-02,免费,3,3,0,100%,Instagram Reels 1条 / YouTube Shorts 1条 / YouTube Video 1条,已解析,933000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,"{""text"":""https://www.youtube.com/watch?v=YJ6UlQCj7rE"",""link"":""https://www.youtube.com/watch?v=YJ6UlQCj7rE""}",,,
否,"{""link"":""https://www.youtube.com/@The.Rad.Factory/videos"",""text"":""https://www.youtube.com/@The.Rad.Factory/videos""}",youtube,否,The Rad Factory,"yozma, yozmasport，in10",US-Stefan-008,US,Stefan,2025-08-01,已出视频,已签合同盖章,IN 10,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,62800,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@OnewayLilman/videos"",""text"":""https://www.youtube.com/@OnewayLilman/videos""}",youtube,,oneway lilman,"yozma, yozmasport，in10",US-Stefan-090,US,Stefan,2026-06-03,已发货,已签合同,IN 10 Pro,头部红人(>1M),内容红人,2026-06-05,付费,6,6,0,100%,TikTok 6条,已解析,1000000,营销总表,2026-06-22,,,,,,,,3 个月
是,"{""link"":""https://www.youtube.com/@MakeTheHoodSmile/shorts"",""text"":""https://www.youtube.com/@MakeTheHoodSmile/shorts""}",youtubeshort,否,makethehoodsmile,"yozma, yozmasport，in10",US-Stefan-041,US,Stefan,2026-03-19,未出视频,已签合同盖章,IN 10 Pro,腰部红人(100k-1M),已签合同盖章,,,,0,,,,,711000,营销总表,2026-06-22,P3 暂缓,35,当前本地未登记视频,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@xandarsm/shorts"",""text"":""https://www.youtube.com/@xandarsm/shorts""}",youtubeshort,否,xandar.sm,"yozma, yozmasport，in10",EU-Ryan-001,EU,Ryan,2026-03-18,已发货,已签合同盖章,IN 10,腰部红人(100k-1M),已签合同盖章,,,,3,,,,,292000,营销总表,2026-06-22,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,,
是,"{""link"":""https://www.youtube.com/@The_Goon3r/shorts"",""text"":""https://www.youtube.com/@The_Goon3r/shorts""}",youtubeshort,是,yass_b1kestar,"yozma, yozmasport，in10",EU-Ryan-005,EU,Ryan,2026-04-15,已出视频,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-04-15,免费,3,3,0,100%,YouTube Shorts 2条 / YouTube Video 1条,已解析,55000,营销总表,2026-06-22,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.youtube.com/shorts/GylsMBCPvvc"",""link"":""https://www.youtube.com/shorts/GylsMBCPvvc""}","{""text"":""https://www.youtube.com/shorts/5eTbn9U8s6c"",""link"":""https://www.youtube.com/shorts/5eTbn9U8s6c""}",,
否,"{""link"":""https://www.youtube.com/@Rawstuntz/videos"",""text"":""https://www.youtube.com/@Rawstuntz/videos""}",youtube,,Rawstuntz,"yozma, yozmasport，in10",US-Stefan-029,US,Stefan,2026-01-15,已出视频,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,165000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@Talonics/shorts"",""text"":""https://www.youtube.com/@Talonics/shorts""}",youtube,,Talonics,"yozma, yozmasport，in10",US-Stefan-072,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,10000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.instagram.com/gtaboyyy/"",""text"":""https://www.instagram.com/gtaboyyy/""}",instagramreels,否,gtaboyyys,"yozma, yozmasport，in10",US-Lexy-036,US,Lexy,2026-02-17,已发货,已签同意书盖章,IN 10 Pro,腰部红人(100k-1M),已签同意书盖章,,,,0,,,,,563800,营销总表,2026-06-22,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@RittersYard/shorts"",""text"":""https://www.youtube.com/@RittersYard/shorts""}",youtube,,rittersyard,"yozma, yozmasport，in10",US-Stefan-075,US,Stefan,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,13000,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@corabklf/shorts"",""text"":""https://www.youtube.com/@corabklf/shorts""}",youtube,,cora.bklf,"yozma, yozmasport，in10",EU-Ryan-002,EU,Ryan,2026-03-18,已发货,已签合同盖章,IN 10,尾部红人(10k-100k),已签合同盖章,,,,1,,,,,51000,营销总表,2026-06-22,,,,,,,,
是,"{""link"":""https://www.youtube.com/@OnewayJason/short"",""text"":""https://www.youtube.com/@OnewayJason/short""}",youtubevideo,否,_onewayjason,"yozma, yozmasport，in10",US-Vivi-003,US,Vivi,2026-05-27,,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-05-29,免费,12,4,8,33%,TikTok 12条,已解析,71000,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,,
是,"{""link"":""https://www.instagram.com/izzdrzy/"",""text"":""https://www.instagram.com/izzdrzy/""}",instagramreels,是,izzdrzy,"yozma, yozmasport，in10",US-Stefan-145,US,Stefan,2026-02-11,已出视频,已签同意书盖章,IN 10 Pro,尾部红人(10k-100k),已签同意书盖章,,,,24,,,,,54700,营销总表,2026-06-22,P0 立刻追踪,175,正在出单；2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DY914S8zXWI/"",""link"":""https://www.instagram.com/p/DY914S8zXWI/""}","{""text"":""https://www.instagram.com/p/DY0NnaDyMKO/"",""link"":""https://www.instagram.com/p/DY0NnaDyMKO/""}","{""text"":""https://www.instagram.com/p/DYpW1EFTF1q/"",""link"":""https://www.instagram.com/p/DYpW1EFTF1q/""}",
是,"{""link"":""https://www.instagram.com/jakerutk/"",""text"":""https://www.instagram.com/jakerutk/""}",instagramreels,是,jakerutk,"yozma, yozmasport，in10",US-Lexy-064,US,Lexy,2026-04-24,已出视频,已签合同,IN 10 Pro,尾部红人(10k-100k),内容红人,2026-04-27,免费,,1,,,待人工确认,待人工确认,92000,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,"{""text"":""https://www.instagram.com/p/DZdqcRsJUNv/"",""link"":""https://www.instagram.com/p/DZdqcRsJUNv/""}",,,
是,"{""link"":""https://www.youtube.com/@miotmatheo/videos"",""text"":""https://www.youtube.com/@miotmatheo/videos""}",youtubevideo,否,miotmatheo249,"yozma, yozmasport，in10",EU-Zoe-051,EU,Zoe,2026-05-25,已发货,已签合同,IN 10,尾部红人(10k-100k),内容红人,2026-05-29,免费,,0,,,待人工确认,待人工确认,90800,营销总表,2026-06-22,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,,
否,"{""link"":""https://www.youtube.com/@WheelieWeasel/videos"",""text"":""https://www.youtube.com/@WheelieWeasel/videos""}",youtube,,WheelieWeasel,"yozma, yozmasport，in10",US-Lexy-003,US,Lexy,2025-11-01,已出视频,不签合同，以brief为准,IN 10,尾部红人(10k-100k),不签合同，以brief为准,,,,0,,,,,15700,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.instagram.com/jordan_roderick1/"",""text"":""https://www.instagram.com/jordan_roderick1/""}",instagram,,Jordan Roderick,"yozma, yozmasport，in10",US-Stefan-049,US,Stefan,2025-11-01,已出视频,已签合同，半年合作,IN 10,尾部红人(10k-100k),已签合同，半年合作,,,,0,,,,,26500,营销总表,2026-06-22,,,,,,,,
否,"{""link"":""https://www.youtube.com/@kalanikai42/shorts"",""text"":""https://www.youtube.com/@kalanikai42/shorts""}",youtubeshort,否,kalanikai,"yozma, yozmasport，in10",US-Vivi-013,US,Vivi,2026-02-12,未出视频,已签合同盖章,IN 10 Pro,尾部红人(10k-100k),已签合同盖章,,,,0,,,,,65000,营销总表,2026-06-22,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,,,,
