是否监控,红人链接,平台,是否出视频,红人名称,样品型号,红人编码,地区,负责人,红人粉丝数据,粉丝数据来源,粉丝数据更新时间,追踪优先级,追踪评分,追踪原因,追踪批次更新时间,url,url2,url3
是,"{""link"":""https://www.youtube.com/@sanscoot1758/videos"",""text"":""https://www.youtube.com/@sanscoot1758/videos""}",youtubevideo,否,sanscoot,"yozma, yozmasport，in10",EU-Zoe-028,EU,Zoe,28000,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@kj_mccarty"",""text"":""https://www.tiktok.com/@kj_mccarty""}",tiktok,否,kj_mccarty,"yozma, yozmasport，in10",US-Nancy-028,US,Nancy,120300,,,,,,,,,
是,"{""link"":""https://www.youtube.com/@SmartAttackRacing/videos"",""text"":""https://www.youtube.com/@SmartAttackRacing/videos""}",youtubevideo,否,smartattackracing,"yozma, yozmasport，in10",US-Ryan-044,US,Ryan,25300,,,P3 暂缓,-50,头腰部已上线且未出单，低优先,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@Darzrt/videos"",""text"":""https://www.youtube.com/@Darzrt/videos""}",youtubevideo,否,darzrt,"yozma, yozmasport，in10",US-Stefan-060,US,Stefan,71200,,,,,,,,,
否,"{""link"":""https://www.instagram.com/lithium__vision/reels/"",""text"":""https://www.instagram.com/lithium__vision/reels/""}",instagramreels,是,lithium_vision,"yozma, yozmasport，in10",US-Stefan-015,US,Stefan,173000,营销总表,2026-06-07,,,,,"{""link"":""https://www.instagram.com/p/DY75kgXkx4A/"",""text"":""https://www.instagram.com/p/DY75kgXkx4A/""}","{""text"":""https://www.instagram.com/p/DYrz9OwDg4T/"",""link"":""https://www.instagram.com/p/DYrz9OwDg4T/""}","{""text"":""https://www.instagram.com/p/DYfg5cYDywO/"",""link"":""https://www.instagram.com/p/DYfg5cYDywO/""}"
否,"{""link"":""https://www.instagram.com/x3_gavinn/"",""text"":""https://www.instagram.com/x3_gavinn/""}",instagram,否,x3gavin,"yozma, yozmasport，in10",US-Stefan-064,US,Stefan,7900,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.tiktok.com/@owen.monroe"",""text"":""https://www.tiktok.com/@owen.monroe""}",tiktok,是,owen.monroe,"yozma, yozmasport，in10",US-Stefan-036,US,Stefan,25500,,,,,,,"{""link"":""https://www.tiktok.com/@owen.monroe/video/7646944683024747789"",""text"":""https://www.tiktok.com/@owen.monroe/video/7646944683024747789""}","{""link"":""https://www.tiktok.com/@owen.monroe/video/7646546835842092301"",""text"":""https://www.tiktok.com/@owen.monroe/video/7646546835842092301""}","{""link"":""https://www.tiktok.com/@owen.monroe/video/7645813072321318157"",""text"":""https://www.tiktok.com/@owen.monroe/video/7645813072321318157""}"
否,"{""link"":""https://www.tiktok.com/@zaysolis119"",""text"":""https://www.tiktok.com/@zaysolis119""}",tiktok,否,Zay Solis,"yozma, yozmasport，in10",US-Stefan-121,US,Stefan,147200,,,,,,,,,
否,"{""link"":""https://www.tiktok.com/@bikebrochino"",""text"":""https://www.tiktok.com/@bikebrochino""}",tiktok,否,bikebrochino,"yozma, yozmasport，in10",US-Stefan-026,US,Stefan,2500,营销总表,2026-06-07,,,,,,,
否,"{""link"":""https://www.instagram.com/bikelife_eddy"",""text"":""https://www.instagram.com/bikelife_eddy""}",instagram,否,bikelife_eddy,"yozma, yozmasport，in10",US-Stefan-073,US,Stefan,8000,营销总表,2026-06-07,,,,,,,
是,"{""link"":""https://www.tiktok.com/@x2.acee"",""text"":""https://www.tiktok.com/@x2.acee""}",tiktok,否,x2.acee,"yozma, yozmasport，in10",US-Lexy-050,US,Lexy,12200,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@junkcarguy"",""text"":""https://www.tiktok.com/@junkcarguy""}",tiktok,是,junkcarguy,"yozma, yozmasport，in10",US带货-Lexy-0029,US,Lexy,11200,,,,,,,"{""link"":""https://www.tiktok.com/@junkcarguy/video/7646533166307544333"",""text"":""https://www.tiktok.com/@junkcarguy/video/7646533166307544333""}",,
是,"{""link"":""https://www.tiktok.com/@sloany_rides"",""text"":""https://www.tiktok.com/@sloany_rides""}",tiktok,否,sloany_rides,"yozma, yozmasport，in10",US-Stefan-163,US,Stefan,4452,,,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.youtube.com/@kj_mccarty/shorts"",""text"":""https://www.youtube.com/@kj_mccarty/shorts""}",youtubeshort,是,kj_mccarty,"yozma, yozmasport，in10",US-Nancy-028,US,Nancy,75100,,,,,,,"{""text"":""https://www.youtube.com/shorts/ulNNgZlh_Fk"",""link"":""https://www.youtube.com/shorts/ulNNgZlh_Fk""}","{""text"":""https://www.youtube.com/shorts/AU0lSI5KHQ8"",""link"":""https://www.youtube.com/shorts/AU0lSI5KHQ8""}","{""text"":""https://www.youtube.com/shorts/4wtkPy9_H54"",""link"":""https://www.youtube.com/shorts/4wtkPy9_H54""}"
否,"{""link"":""https://www.youtube.com/@jaymebrap/videos"",""text"":""https://www.youtube.com/@jaymebrap/videos""}",youtube,是,jaymebrap,"yozma, yozmasport，in10",US-Stefan-089,US,Stefan,20600,,,,,,,"{""link"":""https://www.youtube.com/watch?v=M0zONqjvHLE"",""text"":""https://www.youtube.com/watch?v=M0zONqjvHLE""}",,
否,"{""link"":""https://www.instagram.com/_mruncuttoutdoors/"",""text"":""https://www.instagram.com/_mruncuttoutdoors/""}",instagramreels,否,MrUncutt Outdoors,"yozma, yozmasport，in10",US-Stefan-151,US,Stefan,68000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
是,"{""link"":""https://www.tiktok.com/@843.moto"",""text"":""https://www.tiktok.com/@843.moto""}",tiktok,是,843.moto,"yozma, yozmasport，in10",US-Nancy-009,US,Nancy,4432,,,P3 暂缓,20,普通/小体量达人更需要追踪,2026-06-07,"{""link"":""https://www.tiktok.com/@843.moto/video/7646196305634544926"",""text"":""https://www.tiktok.com/@843.moto/video/7646196305634544926""}","{""link"":""https://www.tiktok.com/@843.moto/video/7645792585545436446"",""text"":""https://www.tiktok.com/@843.moto/video/7645792585545436446""}",
是,"{""link"":""https://www.youtube.com/@mmurmaider/videos"",""text"":""https://www.youtube.com/@mmurmaider/videos""}",youtubevideo,否,mmurmaider,"yozma, yozmasport，in10",EU-Lexy-001,EU,Lexy,188000,营销总表,2026-06-07,P1 本周追踪,115,2026合作未上线/未登记上线；当前本地未登记视频,2026-06-07,,,
是,"{""link"":""https://www.instagram.com/x2judah/"",""text"":""https://www.instagram.com/x2judah/""}",instagramreels,否,freego.judah,"yozma, yozmasport，in10",US-Nancy-005,US,Nancy,6900,营销总表,2026-06-07,P0 立刻追踪,120,正在出单；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@q20.connor"",""text"":""https://www.tiktok.com/@q20.connor""}",tiktok,否,q20.connor,"yozma, yozmasport，in10",US-Vivi-008,US,Vivi,30200,,,,,,,,,
是,"{""link"":""https://www.tiktok.com/@pierrexjacques"",""text"":""https://www.tiktok.com/@pierrexjacques""}",tiktok,否,pierrexjacques,"yozma, yozmasport，in10",US-Ryan-006,US,Ryan,50000,营销总表,2026-06-07,P2 低频追踪,75,2026普通达人需继续追上线；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.tiktok.com/@fang.moto"",""text"":""https://www.tiktok.com/@fang.moto""}",tiktok,否,fangmotogang,"yozma, yozmasport，in10",US-Stefan-107,US,Stefan,28300,,,,,,,,,
是,"{""link"":""https://www.youtube.com/@anajuliag/videos"",""text"":""https://www.youtube.com/@anajuliag/videos""}",youtubevideo,否,anajuliag,"yozma, yozmasport，in10",US-Ryan-043,US,Ryan,1430,,,P0 立刻追踪,135,2026合作未上线/未登记上线；当前本地未登记视频；普通/小体量达人更需要追踪,2026-06-07,,,
否,"{""link"":""https://www.instagram.com/dudedealzofficial/"",""text"":""https://www.instagram.com/dudedealzofficial/""}",instagram,否,dudedealz,"yozma, yozmasport，in10",US-Nancy-021,US,Nancy,83200,营销总表,2026-06-07,,,,,,,
